,authId,eccs,papers,pianyiliang,Hindex
4132,'auId': 1979851186,358,1,358,1
1642,'auId': 1980017490,24,4,6,2
3425,'auId': 1980028159,313,1,313,1
166,'auId': 1980157051,4,2,2,1
3536,'auId': 1980295223,112,1,112,1
4699,'auId': 1980618430,2,1,2,1
4113,'auId': 1980701853,390,5,78,5
5469,'auId': 1981163794,59,1,59,1
2848,'auId': 1981191694,54,5,10.8,4
290,'auId': 1981209670,121,2,60.5,2
2767,'auId': 1981220193,22,1,22,1
341,'auId': 1981714827,169,1,169,1
5399,'auId': 1981745320,6,1,6,1
2215,'auId': 1981818453,0,1,0,0
622,'auId': 1981852817,6,2,3,2
3339,'auId': 1982054868,55,1,55,1
5470,'auId': 1982179918,17,2,8.5,2
220,'auId': 1982199061,96,1,96,1
4410,'auId': 1982223305,6,1,6,1
553,'auId': 1982439654,10,1,10,1
5801,'auId': 1982460109,2,1,2,1
4255,'auId': 1982611712,3,1,3,1
5122,'auId': 1982686475,239,10,23.9,7
3501,'auId': 1982723433,3,1,3,1
2441,'auId': 1982785356,1056,5,211.2,5
2493,'auId': 1983098590,79,1,79,1
5049,'auId': 1983134822,95,3,31.67,3
2850,'auId': 1983538230,10,1,10,1
5671,'auId': 1983821104,8,1,8,1
4275,'auId': 1983943996,12,1,12,1
3355,'auId': 1983979642,4,1,4,1
610,'auId': 1983981876,7,1,7,1
3283,'auId': 1984021167,13,1,13,1
586,'auId': 1984213729,4,1,4,1
4327,'auId': 1984287010,88,2,44,2
1071,'auId': 1984316343,26,1,26,1
2523,'auId': 1984321378,16,1,16,1
584,'auId': 1984348448,205,1,205,1
4877,'auId': 1984367833,33,3,11,3
4740,'auId': 1984479034,133,3,44.33,2
1984,'auId': 1984563035,1,1,1,1
5774,'auId': 1984586672,205,1,205,1
169,'auId': 1984824453,15,2,7.5,2
1015,'auId': 1984832408,1121,7,160.14,7
463,'auId': 1984838606,1184,8,148,8
4234,'auId': 1984940772,29,2,14.5,2
165,'auId': 1985324749,29,2,14.5,2
215,'auId': 1985611198,25,3,8.33,3
5350,'auId': 1985648170,15,4,3.75,2
1032,'auId': 1985721919,7,1,7,1
4501,'auId': 1985957493,566,11,51.45,9
3216,'auId': 1985963267,1885,7,269.29,5
3253,'auId': 1986027905,61,1,61,1
2258,'auId': 1986033680,10,1,10,1
5622,'auId': 1986092976,7,1,7,1
2355,'auId': 1986159374,66,1,66,1
4272,'auId': 1986208804,80,1,80,1
3845,'auId': 1986214492,3,1,3,1
1491,'auId': 1986316548,11,2,5.5,1
1234,'auId': 1986396195,8,1,8,1
3765,'auId': 1986553568,11,1,11,1
3510,'auId': 1986584529,3,1,3,1
5094,'auId': 1986654755,3,1,3,1
621,'auId': 1986717380,80,1,80,1
1262,'auId': 1986729166,5,2,2.5,1
2671,'auId': 1986831693,17,1,17,1
4129,'auId': 198699297,1066,19,56.11,14
1538,'auId': 198704597,17,1,17,1
5054,'auId': 1987172238,220,1,220,1
848,'auId': 1987260672,6,1,6,1
2996,'auId': 1987443768,104,1,104,1
626,'auId': 1987539784,125,9,13.89,7
3949,'auId': 1987690699,24,2,12,2
961,'auId': 1987747494,58,1,58,1
5118,'auId': 1987755121,3,1,3,1
2893,'auId': 1987865775,4,1,4,1
3378,'auId': 198805923,32,2,16,2
4712,'auId': 1988090614,4,1,4,1
2503,'auId': 1988141532,15,1,15,1
1102,'auId': 1988413518,14,1,14,1
230,'auId': 1988519498,80,3,26.67,3
854,'auId': 1988556028,2013,11,183,8
2520,'auId': 1988744877,318,1,318,1
2281,'auId': 1988886226,89,4,22.25,3
3135,'auId': 1988895913,5,2,2.5,1
1599,'auId': 1989059202,413,2,206.5,2
5338,'auId': 1989084025,141,1,141,1
468,'auId': 1989182473,20,3,6.67,2
5672,'auId': 1989226247,3,1,3,1
309,'auId': 1989247532,1,1,1,1
3497,'auId': 1989672072,102,1,102,1
1009,'auId': 1989717142,463,1,463,1
5050,'auId': 1989802913,8,1,8,1
3042,'auId': 1989808900,5,1,5,1
904,'auId': 1990117980,167,1,167,1
47,'auId': 1990185831,0,1,0,0
2316,'auId': 1990510348,7,1,7,1
2216,'auId': 1990517559,57,1,57,1
2869,'auId': 1990694335,27,2,13.5,2
3698,'auId': 1990719910,21,1,21,1
862,'auId': 1990792775,28,2,14,2
660,'auId': 1990986594,2,1,2,1
4258,'auId': 1991264346,7,1,7,1
2559,'auId': 1991286651,816,3,272,3
1114,'auId': 1991389521,23,1,23,1
2303,'auId': 1991661564,1,1,1,1
1281,'auId': 1991743105,25,2,12.5,2
1636,'auId': 1991776605,7,1,7,1
2805,'auId': 1991975478,21,1,21,1
3223,'auId': 1992032596,4,1,4,1
4725,'auId': 1992439770,1,1,1,1
954,'auId': 1992532662,76,1,76,1
2722,'auId': 1992544835,8,1,8,1
2969,'auId': 1992632771,60,2,30,2
5705,'auId': 1992641199,307,2,153.5,2
567,'auId': 1992645465,7,2,3.5,1
751,'auId': 1992696183,24,2,12,2
2191,'auId': 1992714166,10,1,10,1
4324,'auId': 199276077,5,1,5,1
3169,'auId': 1992922445,55,1,55,1
3034,'auId': 1993501242,58,1,58,1
3952,'auId': 1993564419,32,5,6.4,2
674,'auId': 1993590172,14,3,4.67,2
4657,'auId': 1993681973,1,1,1,1
5385,'auId': 1993709566,12,1,12,1
4110,'auId': 1993717168,57,1,57,1
2635,'auId': 1993731499,12,1,12,1
462,'auId': 1993949222,6,1,6,1
2743,'auId': 19940221,18,1,18,1
2964,'auId': 1994052019,4,1,4,1
4326,'auId': 1994215784,6,1,6,1
5599,'auId': 1994222016,803,1,803,1
4442,'auId': 1994335023,66,1,66,1
1811,'auId': 1994417980,7,2,3.5,1
3237,'auId': 1994464961,3,1,3,1
4329,'auId': 1994499621,9,1,9,1
5575,'auId': 1994533543,27,2,13.5,2
3265,'auId': 1994620265,821,3,273.67,3
392,'auId': 1994646609,2,1,2,1
1980,'auId': 1994720431,23,1,23,1
1929,'auId': 1994776272,423,7,60.43,6
2018,'auId': 1994828250,122,2,61,2
5448,'auId': 1994913826,18,1,18,1
531,'auId': 1995226239,6,1,6,1
3606,'auId': 1995233068,7,1,7,1
3038,'auId': 1995248141,13,1,13,1
4276,'auId': 1995252362,6,1,6,1
5179,'auId': 1995288873,1,1,1,1
4333,'auId': 1995458107,2,2,1,1
2579,'auId': 1995962232,346,4,86.5,4
1286,'auId': 1996029320,136,1,136,1
1258,'auId': 1996087114,0,1,0,0
2388,'auId': 1996100458,75,1,75,1
4298,'auId': 1996125973,5,1,5,1
4649,'auId': 1996182852,23,2,11.5,2
5537,'auId': 1996407729,16,1,16,1
3314,'auId': 1996419712,402,1,402,1
3107,'auId': 1996518183,51,1,51,1
997,'auId': 1996852325,68,1,68,1
914,'auId': 1996854119,1106,4,276.5,4
3349,'auId': 1997011226,488,1,488,1
2309,'auId': 1997216218,645,7,92.14,5
5718,'auId': 1997627650,7873,7,1124.71,7
3533,'auId': 1997633186,23,1,23,1
4855,'auId': 1997647148,4,1,4,1
2131,'auId': 1997665198,114,1,114,1
4811,'auId': 1997715244,23,1,23,1
300,'auId': 1997770228,2,1,2,1
5414,'auId': 199783284,28,3,9.33,2
4783,'auId': 1998032271,14,1,14,1
140,'auId': 1998529259,11,1,11,1
4788,'auId': 1998613371,119,3,39.67,2
4068,'auId': 1998665578,0,1,0,0
851,'auId': 1998700583,13,1,13,1
2042,'auId': 1998852580,27,2,13.5,2
4108,'auId': 1998918569,4,3,1.33,1
5711,'auId': 1999264874,24,5,4.8,2
5055,'auId': 1999489753,2,1,2,1
2872,'auId': 1999701627,2,1,2,1
900,'auId': 1999777867,14,2,7,2
4889,'auId': 1999787624,27,1,27,1
44,'auId': 1999838320,1236,4,309,3
1928,'auId': 2000230468,11,1,11,1
3502,'auId': 2000247982,249,2,124.5,2
234,'auId': 2000496673,154,3,51.33,3
3133,'auId': 2000673969,93,2,46.5,2
2012,'auId': 2000806699,55,1,55,1
4144,'auId': 2000897436,20,1,20,1
513,'auId': 2000956124,306,2,153,2
2784,'auId': 200106589,639,5,127.8,5
1043,'auId': 2001205449,31,1,31,1
4900,'auId': 2001390239,2,1,2,1
2904,'auId': 2001425411,98,4,24.5,4
4209,'auId': 2002204316,12,2,6,2
5545,'auId': 2002213426,1013,7,144.71,6
3401,'auId': 2002360971,70,7,10,4
3406,'auId': 2002671098,19,5,3.8,2
808,'auId': 2002718369,229,6,38.17,4
38,'auId': 2002801913,33,1,33,1
5498,'auId': 2003005725,5,2,2.5,2
5041,'auId': 2003099879,2,1,2,1
2143,'auId': 2003319546,1,1,1,1
13,'auId': 2003374161,26,1,26,1
4249,'auId': 2003447161,508,7,72.57,7
3853,'auId': 2003540582,30,1,30,1
2308,'auId': 2003576574,7,1,7,1
2298,'auId': 2003780605,150,2,75,2
2876,'auId': 2003907699,2689,10,268.9,7
1992,'auId': 2003940724,36,2,18,2
3612,'auId': 2004071612,43,2,21.5,2
4151,'auId': 2004248210,6,1,6,1
5042,'auId': 2004754343,253,1,253,1
1271,'auId': 2004775550,20,1,20,1
3778,'auId': 2004792601,177,2,88.5,2
2901,'auId': 2004861503,31,7,4.43,3
3387,'auId': 2004947036,3,1,3,1
1710,'auId': 2005053826,2,2,1,1
1732,'auId': 2005090005,115,1,115,1
537,'auId': 2005099308,27,1,27,1
4488,'auId': 2005157311,64,1,64,1
1624,'auId': 2005209016,22,1,22,1
217,'auId': 2005241851,2,2,1,1
5703,'auId': 2005244687,0,1,0,0
3092,'auId': 2005481251,581,1,581,1
3592,'auId': 2005515184,3,1,3,1
2342,'auId': 2005577924,19,2,9.5,2
2492,'auId': 2005707679,193,2,96.5,2
5313,'auId': 2005763208,55,1,55,1
1590,'auId': 2006104002,187,1,187,1
5655,'auId': 2006133584,3,2,1.5,1
915,'auId': 2006446190,71,1,71,1
2025,'auId': 2006474463,3,1,3,1
5638,'auId': 2006537033,14,1,14,1
2347,'auId': 2006551155,127,1,127,1
4399,'auId': 2006674552,36,4,9,3
495,'auId': 2006682166,130,3,43.33,2
3871,'auId': 2006714338,0,1,0,0
1883,'auId': 2006926450,13,2,6.5,2
2243,'auId': 2006974593,181,3,60.33,3
4688,'auId': 2007031271,20,2,10,2
4166,'auId': 2007036561,4,1,4,1
4593,'auId': 2007098606,4,1,4,1
3362,'auId': 2007487177,10,1,10,1
4652,'auId': 2007821246,402,4,100.5,4
3580,'auId': 2007975086,77,1,77,1
4728,'auId': 2008730852,114,6,19,4
2084,'auId': 2009268734,9,1,9,1
818,'auId': 2009277913,1,1,1,1
3164,'auId': 2009416790,11,1,11,1
129,'auId': 2009598822,27,1,27,1
683,'auId': 2009730290,5,1,5,1
320,'auId': 2009771196,4,1,4,1
1944,'auId': 2009916527,11,1,11,1
4392,'auId': 2010097212,250,1,250,1
3142,'auId': 2010111737,10,1,10,1
2136,'auId': 2010238386,400,2,200,2
2506,'auId': 2010276254,26,2,13,2
4191,'auId': 2010958842,3,1,3,1
3671,'auId': 2011044364,36,6,6,3
2867,'auId': 2011097358,482,2,241,2
5652,'auId': 2011146349,358,1,358,1
2623,'auId': 2011368981,5,1,5,1
4905,'auId': 2011395205,12,2,6,2
999,'auId': 2011491954,67,2,33.5,2
2110,'auId': 2011562607,43,3,14.33,2
1098,'auId': 2011629544,22,2,11,2
3887,'auId': 2011752965,20,3,6.67,2
5670,'auId': 2011819992,160,13,12.31,7
5192,'auId': 2011831105,5,1,5,1
3431,'auId': 2012385898,285,3,95,3
4154,'auId': 2012502974,163,1,163,1
96,'auId': 2012736320,1173,20,58.65,13
2726,'auId': 2012779131,35,2,17.5,2
1218,'auId': 2013294739,0,1,0,0
4033,'auId': 2013394117,14,1,14,1
1750,'auId': 2013407091,37,3,12.33,3
4719,'auId': 2013437929,0,1,0,0
4823,'auId': 2013441114,280,3,93.33,3
3629,'auId': 2013533245,1,1,1,1
1345,'auId': 2013551861,7,2,3.5,1
209,'auId': 2013737593,8,1,8,1
2236,'auId': 2013745341,4,1,4,1
1714,'auId': 2014082263,803,1,803,1
485,'auId': 2014222975,7,1,7,1
2137,'auId': 2014236303,66,1,66,1
1370,'auId': 2014243075,6,1,6,1
2119,'auId': 2014469688,887,3,295.67,3
1549,'auId': 2014508897,2046,21,97.43,13
258,'auId': 2014530249,115,1,115,1
3535,'auId': 2014991465,25,2,12.5,2
4961,'auId': 2015134264,39,2,19.5,2
4182,'auId': 2015153470,0,1,0,0
5085,'auId': 2015383761,63,10,6.3,5
4495,'auId': 2015386311,13,1,13,1
2670,'auId': 2015410562,36,3,12,2
762,'auId': 2015578526,20,2,10,2
2608,'auId': 2015757007,91,1,91,1
5589,'auId': 2015947465,8,1,8,1
1440,'auId': 2015993096,21,2,10.5,2
141,'auId': 2016073234,72,2,36,2
4330,'auId': 2016205104,0,1,0,0
4694,'auId': 2016335398,11,1,11,1
2189,'auId': 2016539005,1501,11,136.45,9
735,'auId': 2016553074,10,1,10,1
5293,'auId': 2016674547,93,2,46.5,1
3412,'auId': 20166815,20,1,20,1
1305,'auId': 2016835265,29,1,29,1
2702,'auId': 2016837756,20,1,20,1
1836,'auId': 2016915290,10,1,10,1
2984,'auId': 2017001189,3,1,3,1
3098,'auId': 2017072634,22,1,22,1
1716,'auId': 2017399691,3,1,3,1
1293,'auId': 2017477228,3,1,3,1
685,'auId': 2017622874,322,7,46,7
3039,'auId': 2017653389,21,1,21,1
5562,'auId': 2017766133,53,1,53,1
5572,'auId': 2017813389,124,3,41.33,3
810,'auId': 2017857339,2,1,2,1
2583,'auId': 2018146954,26,1,26,1
1479,'auId': 2018227268,1999,8,249.88,8
202,'auId': 2018242697,14,1,14,1
2959,'auId': 2018247819,50,2,25,2
5309,'auId': 2018313466,70,1,70,1
5687,'auId': 2018515636,14,1,14,1
4408,'auId': 2018589324,38,3,12.67,3
1179,'auId': 2018590209,218,4,54.5,4
5038,'auId': 2018642088,79,3,26.33,2
1295,'auId': 2018688118,14,1,14,1
5165,'auId': 2018949929,17,2,8.5,2
1403,'auId': 2018979837,5,1,5,1
4087,'auId': 2019011073,17,1,17,1
1324,'auId': 2019021678,15,1,15,1
3560,'auId': 2019133305,302,1,302,1
2561,'auId': 2019140689,5,1,5,1
1196,'auId': 2019403129,9,1,9,1
5696,'auId': 2019534230,2,1,2,1
1976,'auId': 2019637813,46,4,11.5,3
1158,'auId': 2019929361,30,1,30,1
1766,'auId': 202003005,16,2,8,2
5746,'auId': 2020046958,8,1,8,1
2528,'auId': 2020253040,27,4,6.75,2
1161,'auId': 202034357,137,2,68.5,2
3828,'auId': 2020441472,1,1,1,1
2231,'auId': 2020501141,4,1,4,1
4672,'auId': 2020781963,325,2,162.5,2
2378,'auId': 2020801783,184,1,184,1
2621,'auId': 2020844714,160,1,160,1
4561,'auId': 2020848595,20,2,10,2
1132,'auId': 2021036281,11,1,11,1
175,'auId': 2021268131,2,2,1,1
1755,'auId': 2021577339,0,1,0,0
5373,'auId': 2021587625,235,3,78.33,3
3888,'auId': 2021640924,26,1,26,1
3961,'auId': 2021686850,248,4,62,3
5398,'auId': 2021724938,25,1,25,1
3340,'auId': 2021736417,9,1,9,1
3427,'auId': 2021838903,62,1,62,1
2695,'auId': 2022024299,20,2,10,2
4650,'auId': 2022067882,77,1,77,1
4658,'auId': 2022077825,45,3,15,3
3206,'auId': 2022097030,159,1,159,1
190,'auId': 2022285571,6,1,6,1
4171,'auId': 2022337065,4,1,4,1
4164,'auId': 2022407533,1819,6,303.17,6
554,'auId': 2022643378,19,1,19,1
2502,'auId': 2022849033,15,1,15,1
4358,'auId': 202288107,24,1,24,1
728,'auId': 2023211357,30,3,10,2
3295,'auId': 2023298700,7,1,7,1
3492,'auId': 2023450202,76,1,76,1
1794,'auId': 2023626662,371,3,123.67,3
682,'auId': 2023674384,8,1,8,1
5007,'auId': 2023682272,1,1,1,1
4562,'auId': 2023985210,1322,4,330.5,4
5239,'auId': 2023999058,15,1,15,1
5491,'auId': 2024567059,255,2,127.5,2
1683,'auId': 2024621201,1,1,1,1
2750,'auId': 2024800887,70,3,23.33,3
815,'auId': 2024919649,4,1,4,1
2147,'auId': 2025131714,25,1,25,1
2585,'auId': 2025229873,8,1,8,1
982,'auId': 2025421271,5,1,5,1
5316,'auId': 2025488138,168,1,168,1
5582,'auId': 2025659381,57,1,57,1
4062,'auId': 2025747773,141,2,70.5,2
5740,'auId': 2025821824,22,1,22,1
4952,'auId': 2026316190,20,1,20,1
137,'auId': 2026413945,32,3,10.67,3
149,'auId': 2026484919,9,1,9,1
3197,'auId': 2026500504,6,1,6,1
2052,'auId': 2026862212,75,1,75,1
2048,'auId': 2026918773,51,1,51,1
4197,'auId': 2027031515,13,1,13,1
3872,'auId': 2027055676,84,1,84,1
2164,'auId': 2027213151,13,1,13,1
100,'auId': 2027215848,12,1,12,1
5465,'auId': 2027446957,4,1,4,1
1031,'auId': 2027496700,293,2,146.5,2
2827,'auId': 2027513471,1,1,1,1
2066,'auId': 2028041310,19,1,19,1
1691,'auId': 2028097065,6,2,3,2
2889,'auId': 2028747364,304,5,60.8,5
4648,'auId': 2028784970,68,2,34,2
1356,'auId': 2028791791,2,2,1,1
612,'auId': 2028927923,120,10,12,6
2058,'auId': 2029139975,125,2,62.5,2
865,'auId': 2029196934,117,4,29.25,3
1308,'auId': 2029252206,29,1,29,1
4532,'auId': 2029252525,24,2,12,1
822,'auId': 2029488433,200,3,66.67,2
4928,'auId': 2029534349,141,2,70.5,2
35,'auId': 2029677638,111,1,111,1
3661,'auId': 2029812070,3,1,3,1
2081,'auId': 2029837576,62,1,62,1
3701,'auId': 2030069376,16,2,8,1
1137,'auId': 2030284717,120,1,120,1
3333,'auId': 2030330968,66,2,33,2
1331,'auId': 2030371667,4,1,4,1
656,'auId': 2031057213,51,2,25.5,2
4668,'auId': 2031554790,96,1,96,1
2975,'auId': 2031572747,223,2,111.5,2
3388,'auId': 2031945151,5156,27,190.96,20
5026,'auId': 2032008572,695,10,69.5,8
2112,'auId': 2032102379,1983,4,495.75,4
86,'auId': 2032259955,9,1,9,1
4273,'auId': 2032345308,9,2,4.5,1
5741,'auId': 2032619245,11,1,11,1
2163,'auId': 2032867848,15,1,15,1
1927,'auId': 2032923457,78,2,39,2
1536,'auId': 2032963921,84,2,42,2
3633,'auId': 2033382275,128,1,128,1
2720,'auId': 2033403132,1485,28,53.04,14
1021,'auId': 2033465446,23,1,23,1
743,'auId': 2033501199,3,1,3,1
4437,'auId': 2033534366,2,3,0.67,1
475,'auId': 2033899720,75,2,37.5,2
4580,'auId': 2033931387,301,3,100.33,3
2097,'auId': 2033942250,928,4,232,4
3940,'auId': 2034055330,6,1,6,1
4337,'auId': 2034095171,20,1,20,1
3792,'auId': 2034204891,8,1,8,1
99,'auId': 2034297425,8,1,8,1
1547,'auId': 2034428280,5,1,5,1
4034,'auId': 2034568305,6,1,6,1
4677,'auId': 2034679259,55,2,27.5,2
1597,'auId': 2034687773,13,1,13,1
4685,'auId': 2034736514,12,3,4,2
2587,'auId': 2034830207,14,1,14,1
4836,'auId': 2034920965,241,7,34.43,5
5095,'auId': 2035043562,219,1,219,1
3105,'auId': 2035224764,30,2,15,2
1633,'auId': 2035233142,194,1,194,1
1641,'auId': 2035346540,27,1,27,1
2885,'auId': 2035506461,58,1,58,1
1790,'auId': 2035686109,11,1,11,1
2146,'auId': 2035769004,453,4,113.25,3
2862,'auId': 2035805034,11,1,11,1
887,'auId': 2035962062,8,1,8,1
5155,'auId': 2036016315,6,1,6,1
2985,'auId': 2036040901,18,2,9,1
1634,'auId': 2036062915,26,1,26,1
5803,'auId': 2036210439,25,1,25,1
2395,'auId': 2036321405,218,1,218,1
2299,'auId': 2036853455,146,2,73,1
731,'auId': 2036866880,7,1,7,1
1685,'auId': 2037010747,15,2,7.5,2
2883,'auId': 2037301101,8,1,8,1
2003,'auId': 2037410982,0,1,0,0
5514,'auId': 2037541505,136,1,136,1
5785,'auId': 2037585042,137,10,13.7,7
5730,'auId': 2038385867,26,3,8.67,3
4959,'auId': 2038503939,217,2,108.5,2
2475,'auId': 2038505365,3,1,3,1
519,'auId': 2038661477,71,1,71,1
4417,'auId': 2038914001,9,1,9,1
4058,'auId': 2038925140,104,3,34.67,3
2046,'auId': 2038942755,5,1,5,1
5678,'auId': 2039074286,4,1,4,1
5426,'auId': 2039108447,96,1,96,1
5381,'auId': 2039379685,7,1,7,1
3264,'auId': 2039605473,308,17,18.12,8
2816,'auId': 2039630069,10,2,5,2
3374,'auId': 2039642811,9,2,4.5,2
3554,'auId': 2039760929,11,1,11,1
955,'auId': 2039763269,13,1,13,1
4958,'auId': 2040107456,0,1,0,0
1574,'auId': 2040376544,13,1,13,1
4809,'auId': 2040505518,927,9,103,8
48,'auId': 2040600316,20,1,20,1
1544,'auId': 2040798049,5,1,5,1
1129,'auId': 2040822508,6,1,6,1
3350,'auId': 2040939885,493,5,98.6,4
4361,'auId': 2041005256,53,1,53,1
2564,'auId': 2041147275,1088,1,1088,1
3111,'auId': 2041520510,573,3,191,3
303,'auId': 2041553043,1,1,1,1
2648,'auId': 2041582840,167,1,167,1
3108,'auId': 2041773099,132,1,132,1
1393,'auId': 2041783100,17,1,17,1
3900,'auId': 2041929413,46,2,23,2
3226,'auId': 2042048789,4470,7,638.57,6
565,'auId': 2042309534,209,2,104.5,2
4915,'auId': 2042475543,16,1,16,1
2918,'auId': 2042485724,7,1,7,1
1637,'auId': 2042571382,2,1,2,1
1609,'auId': 2043071873,362,2,181,2
5490,'auId': 2043115732,40,3,13.33,3
5124,'auId': 2043127567,1,1,1,1
2430,'auId': 2043264547,7,1,7,1
1638,'auId': 2043397939,106,1,106,1
1805,'auId': 2043695299,1,1,1,1
5044,'auId': 2043994882,7,1,7,1
3856,'auId': 2044133976,66,1,66,1
540,'auId': 2044175236,1695,8,211.88,8
588,'auId': 2044205123,64,1,64,1
2280,'auId': 2044990817,4,1,4,1
5714,'auId': 2045095944,14,1,14,1
2092,'auId': 2045140648,3,1,3,1
4449,'auId': 2045282652,803,1,803,1
1222,'auId': 2045336667,132,2,66,2
2416,'auId': 2045340971,23,2,11.5,2
2038,'auId': 2045372499,37,3,12.33,2
5162,'auId': 2045396595,4,1,4,1
2556,'auId': 2045837784,16,1,16,1
4214,'auId': 2045922836,68,1,68,1
3140,'auId': 2045979122,1,1,1,1
1920,'auId': 2046188737,7,1,7,1
3964,'auId': 2046291680,63,1,63,1
2449,'auId': 2046320987,166,4,41.5,4
4986,'auId': 2046403946,7,5,1.4,2
2435,'auId': 2046669202,31,2,15.5,2
3279,'auId': 2046839301,8,1,8,1
3937,'auId': 2046931170,19,1,19,1
1242,'auId': 2047197206,54,2,27,2
2141,'auId': 2047441381,3,1,3,1
701,'auId': 2047585947,6,1,6,1
1160,'auId': 2047672443,129,4,32.25,3
1477,'auId': 2047782467,76,10,7.6,5
3564,'auId': 2047865013,254,1,254,1
5229,'auId': 2047874062,3,1,3,1
2717,'auId': 2048019866,10,2,5,2
5025,'auId': 2048157592,245,13,18.85,8
5408,'auId': 2048266507,203,4,50.75,4
5012,'auId': 2048278819,163,1,163,1
3664,'auId': 2048342219,432,3,144,2
514,'auId': 2048481453,18,1,18,1
3211,'auId': 2048496525,486,1,486,1
3586,'auId': 2048670256,8,2,4,2
2487,'auId': 2048688334,12,1,12,1
1503,'auId': 2048694828,11,1,11,1
2451,'auId': 2048718143,184,2,92,2
4479,'auId': 2048719660,72,1,72,1
3109,'auId': 2048818024,64,1,64,1
3717,'auId': 2048975690,10,2,5,2
3252,'auId': 2049189351,3,1,3,1
526,'auId': 2049485335,9,1,9,1
2325,'auId': 2049499784,2842,16,177.63,14
2183,'auId': 2049528100,4,1,4,1
3165,'auId': 2049831449,1,1,1,1
3447,'auId': 2049838,231,13,17.77,6
4217,'auId': 2050014894,81,2,40.5,2
925,'auId': 2050083044,82,3,27.33,3
790,'auId': 2050129021,83,2,41.5,2
1935,'auId': 2050218437,14,1,14,1
372,'auId': 2050252305,97,1,97,1
4630,'auId': 2050254073,1121,12,93.42,11
8,'auId': 2050783569,83,3,27.67,3
3658,'auId': 2050825074,11,1,11,1
4858,'auId': 2050832808,1459,4,364.75,4
3466,'auId': 2050943761,11,1,11,1
2823,'auId': 2051091194,29,1,29,1
1726,'auId': 2051251826,16,1,16,1
5689,'auId': 2051335485,1,1,1,1
4465,'auId': 2051413374,22,1,22,1
587,'auId': 2051956577,331,8,41.38,7
3369,'auId': 2052053619,16,2,8,2
527,'auId': 2052072531,4,2,2,1
5492,'auId': 2052111522,16,3,5.33,2
3602,'auId': 2052122430,8,1,8,1
2241,'auId': 2052810460,10,1,10,1
3263,'auId': 2052822819,22,2,11,2
2992,'auId': 2053214915,2213,12,184.42,12
2133,'auId': 2053237144,29,1,29,1
2178,'auId': 2053493634,12,1,12,1
2447,'auId': 2053788643,12,2,6,2
3128,'auId': 2054015698,96,1,96,1
2972,'auId': 2054555191,2,1,2,1
2661,'auId': 2054608999,4,1,4,1
2960,'auId': 2054674990,6,1,6,1
3384,'auId': 2054792261,14,1,14,1
3029,'auId': 2055105197,14,1,14,1
2026,'auId': 2055309482,162,2,81,2
3474,'auId': 2055331408,20,1,20,1
2799,'auId': 2055393044,77,1,77,1
1350,'auId': 2055532444,13,1,13,1
3184,'auId': 2055604604,192,1,192,1
3934,'auId': 2055671905,2,2,1,1
1294,'auId': 2055866410,93,2,46.5,2
3414,'auId': 2055909567,30,1,30,1
2116,'auId': 2056112739,755,1,755,1
3273,'auId': 2056179715,16,1,16,1
2557,'auId': 2056376007,28,1,28,1
573,'auId': 2056492599,7,1,7,1
4931,'auId': 2056540169,1,1,1,1
1829,'auId': 2056556930,1148,4,287,4
4972,'auId': 2056681638,16,1,16,1
4207,'auId': 2056783373,483,3,161,3
1249,'auId': 2056941704,166,2,83,1
4458,'auId': 2057326792,11,2,5.5,1
3588,'auId': 2057332037,4,1,4,1
4040,'auId': 2057351243,4,1,4,1
131,'auId': 2057359516,666,30,22.2,12
4634,'auId': 2057410742,500,2,250,2
2436,'auId': 205749973,15,2,7.5,2
281,'auId': 2057576585,9,1,9,1
1159,'auId': 2057864742,17,1,17,1
4585,'auId': 2058079857,5,1,5,1
996,'auId': 2058266270,2,1,2,1
305,'auId': 2058584252,7291,16,455.69,15
1628,'auId': 2058785924,16,1,16,1
1040,'auId': 2058924753,1,1,1,1
2206,'auId': 2059344812,5,1,5,1
5577,'auId': 2059490951,109,4,27.25,4
4705,'auId': 2059586170,96,1,96,1
207,'auId': 2059590781,2,1,2,1
2302,'auId': 2059675198,40,2,20,2
4944,'auId': 2060378757,4457,15,297.13,14
1965,'auId': 2060435928,671,17,39.47,13
4180,'auId': 2060614522,10,1,10,1
432,'auId': 2060797211,664,9,73.78,6
467,'auId': 2060802895,651,5,130.2,5
2486,'auId': 2060888668,12,1,12,1
5677,'auId': 2061311169,81,1,81,1
5077,'auId': 2061521852,4,2,2,1
2615,'auId': 2061530897,22,1,22,1
1396,'auId': 2061646873,1,1,1,1
3791,'auId': 2061777134,17,1,17,1
295,'auId': 2062285991,12,1,12,1
4371,'auId': 2062353500,26,1,26,1
2095,'auId': 2062380982,73,7,10.43,4
399,'auId': 2062677835,6,1,6,1
2344,'auId': 2062681011,17,1,17,1
407,'auId': 2062704557,30,5,6,4
2385,'auId': 2062899395,1,1,1,1
121,'auId': 2062910658,4,1,4,1
5813,'auId': 2063025135,4,1,4,1
2380,'auId': 2063114072,1,1,1,1
1006,'auId': 2063433465,2,1,2,1
2837,'auId': 2063570051,32,1,32,1
1397,'auId': 2063782688,274,1,274,1
4519,'auId': 2063788901,4466,4,1116.5,4
3557,'auId': 2063824968,62,1,62,1
2597,'auId': 2064081269,6,2,3,2
5156,'auId': 2064347415,697,6,116.17,6
